SubjID,ListNumb,ConditionID,TargID,Transcriber Initials,Transcription,TranscriptionNotes,NamingError,SceneSetting,SourceMention,SourceMenFrame,GoalMention,GoalMenFrame,MentionOrder,MannerofMotion,CodingNotes,CoderInitials
S23,L1,CG_A,Targ16,,,,n,n,y,from-pp,y,to-pp,source-goal,moves,"doesn't say ladder is starting point - uses 'edge of roof' as starting point, but still mentions starting point",MLD
S23,L1,CG_A,Targ17,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,MLD
S23,L1,CG_A,Targ18,,,,n,n,y,from-pp,y,to-pp,source-goal,moves,,MLD
S22,L3,NCG_A,Targ1,,,,n,n,y,from-pp,y,onto-pp,source-goal,jumps,,MLD
S22,L3,NCG_A,Targ2,,,,n,y,y,other-pp,y,towards-pp,source-goal,runs,by is the pp,MLD
S22,L3,NCG_A,Targ3,,,,n,n,y,from-pp,y,towards-pp,source-goal,runs,,MLD
S22,L3,NCG_A,Targ4,,,,n,n,y,at-pp,y,to-pp,source-goal,conjoined,starting + flying,MLD
S22,L3,NCG_A,Targ5,,,,n,y,y,other-pp,y,towards-pp,source-goal,flies,,MLD
S22,L3,NCG_A,Targ6,,,,n,n,y,from-pp,y,to-part,source-goal,floats,,MLD
S22,L3,NCG_A,Targ7,,,,n,n,y,from-pp,y,into-pp,source-goal,walks,"uses the rooms as the starting and ending points, references bookshelf and stove still",MLD
S22,L3,NCG_A,Targ8,,,,n,n,y,from-pp,y,towards-pp,source-goal,flies,,MLD
S22,L3,NCG_A,Targ9,,,,n,n,y,from-pp,y,towards-pp,source-goal,slithers,,MLD
S22,L3,NCG_A,Targ10,,,,n,n,y,from-pp,y,on-pp,source-goal,conjoined,"flying + lands -- originally starts out with towards, and this would make this just one event, but then changes to lands",MLD
S22,L3,NCG_A,Targ11,,,,n,n,y,from-pp,y,on-pp,source-goal,conjoined,take off + lands,MLD
S22,L3,NCG_A,Targ12,,,,n,n,y,from-pp,y,towards-pp,source-goal,travels,,MLD
S22,L3,NCG_A,Targ13,,,,n,y,y,other-pp,y,towards-pp,source-goal,crawls,next-to is the pp,MLD
S22,L3,NCG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,source-goal,travels,,MLD
S22,L3,NCG_A,Targ15,,,,n,y,y,other-pp,y,towards-pp,source-goal,hops,by is the pp,MLD
S22,L3,NCG_A,Targ16,,,,n,y,n,,n,,none,runs,does not describe as a change of location event,MLD
S22,L3,NCG_A,Targ17,,,,n,n,y,other-pp,y,to-pp,goal-source,carries,"waitress is agent, not just hange of location event",MLD
S22,L3,NCG_A,Targ18,,,,n,n,y,from-part,y,towards-pp,goal-source,crawls,also later mentions underneath,MLD
S21,L2,NCG_A,Targ1,,,,n,n,y,from-part,y,to-pp,source-goal,jumps,,MLD
S21,L2,NCG_A,Targ2,,,,n,n,n,,n,,none,walks,does not describe as a change of location event,MLD
S21,L2,NCG_A,Targ3,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,MLD
S21,L2,NCG_A,Targ4,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S21,L2,NCG_A,Targ5,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S21,L2,NCG_A,Targ6,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S21,L2,NCG_A,Targ7,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,"doesn't uses the bookshelf and stove as landmarks, but still references them. uses the room as landmarks",MLD
S21,L2,NCG_A,Targ8,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S21,L2,NCG_A,Targ9,,,,n,y,y,from-pp,y,to-pp,source-goal,slithers,,MLD
S21,L2,NCG_A,Targ10,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S21,L2,NCG_A,Targ11,,,,y,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S21,L2,NCG_A,Targ12,,,,n,y,y,from-pp,y,to-pp,source-goal,goes,,MLD
S21,L2,NCG_A,Targ13,,,,n,n,y,from-pp,y,to-pp,source-goal,crawls,,MLD
S21,L2,NCG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,source-goal,drives,,MLD
S21,L2,NCG_A,Targ15,,,,n,n,y,from-pp,y,to-pp,source-goal,hops,,MLD
S21,L2,NCG_A,Targ16,,,,n,n,n,,y,to-pp,goal only,walks,,MLD
S21,L2,NCG_A,Targ17,,,,n,y,y,from-pp,y,to-pp,source-goal,walks,also describes what she's carrying,MLD
S21,L2,NCG_A,Targ18,,,,n,y,y,from-pp,y,to-pp,source-goal,walks,,MLD
S30,L2,CG_A,Targ1,,,prolongs 'lily' like she's not sure whether it's actually a lily or not,y,n,y,from-pp,y,towards-pp,source-goal,leaps,,MLD
S30,L2,CG_A,Targ2,,,,n,n,y,from-pp,y,towards-pp,goal-source,runs,,MLD
S30,L2,CG_A,Targ3,,,says 'barn' instead of 'doghouse',y,n,y,from-pp,y,towards-pp,goal-source,runs,,MLD
S30,L2,CG_A,Targ4,,,,n,n,y,from-pp,y,towards-pp,goal-source,flies,,MLD
S30,L2,CG_A,Targ5,,,,n,n,n,,y,towards-pp,goal only,flies,,MLD
S30,L2,CG_A,Targ6,,,,n,n,n,,y,into-part,goal only,flies,,MLD
S30,L2,CG_A,Targ7,,,,n,n,y,from-pp,y,towards-pp,goal-source,walks,,MLD
S30,L2,CG_A,Targ8,,,,n,n,y,from-pp,y,towards-pp,goal-source,flies,,MLD
S30,L2,CG_A,Targ9,,,,n,n,y,from-pp,y,towards-pp,source-goal,slithers,,MLD
S30,L2,CG_A,Targ10,,,has trouble designating specific location on tent,y,n,y,from-pp,y,to-pp,goal-source,flies,,MLD
S30,L2,CG_A,Targ11,,,,n,n,n,,y,towards-pp,goal only,conjoined,moves to planet and then moves inwards,MLD
S30,L2,CG_A,Targ12,,,,n,n,y,from-pp,y,towards-pp,goal-source,moves,,MLD
S30,L2,CG_A,Targ13,,,,n,n,y,from-pp,y,towards-pp,goal-source,crawls,,MLD
S30,L2,CG_A,Targ14,,,,n,n,y,from-pp,y,towards-pp,goal-source,moves,,MLD
S30,L2,CG_A,Targ15,,,,n,n,n,,y,towards-pp,goal only,hops,,MLD
S30,L2,CG_A,Targ16,,,,n,n,n,,y,at-pp,goal only,slides,"not sure this is a change of location event that she's describing; exclude probably, weird arm focus in description",MLD
S30,L2,CG_A,Targ17,,,,n,n,n,,y,towards-pp,goal only,walks,,MLD
S30,L2,CG_A,Targ18,,,,n,n,y,from-pp,y,to-pp,source-goal,moves,,MLD
S31,L3,CG_A,Targ1,,,,n,n,y,from-pp,y,to-pp,source-goal,jumps,,MLD
S31,L3,CG_A,Targ2,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,MLD
S31,L3,CG_A,Targ3,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,MLD
S31,L3,CG_A,Targ4,,,,n,n,y,at-pp,y,to-part,source-goal,flies,,MLD
S31,L3,CG_A,Targ5,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S31,L3,CG_A,Targ6,,,,n,n,y,from-pp,y,to-part,source-goal,flies,,MLD
S31,L3,CG_A,Targ7,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,"mentions the room, shelf and oven are still landmarks",MLD
S31,L3,CG_A,Targ8,,,,n,n,y,from-pp,y,to-part,source-goal,flies,moon is not necessarily stopping point,MLD
S31,L3,CG_A,Targ9,,,,n,n,y,from-pp,y,to-pp,source-goal,slithers,,MLD
S31,L3,CG_A,Targ10,,,,n,n,y,from-part,y,to-part,source-goal,flies,,MLD
S31,L3,CG_A,Targ11,,,,n,n,y,from-pp,y,to-pp,source-goal,conjoined,ascended + flew + landed,MLD
S31,L3,CG_A,Targ12,,,,n,n,y,from-pp,y,to-pp,source-goal,swims,,MLD
S31,L3,CG_A,Targ13,,,,n,n,y,from-pp,y,to-pp,source-goal,crawls,,MLD
S31,L3,CG_A,Targ14,,,drew instead of drove,y,n,y,from-part,y,to-part,source-goal,drives,,MLD
S31,L3,CG_A,Targ15,,,,n,n,y,from-pp,y,to-pp,source-goal,hops,,MLD
S31,L3,CG_A,Targ16,,,,n,n,y,from-pp,y,to-pp,source-goal,struts,,MLD
S31,L3,CG_A,Targ17,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,MLD
S31,L3,CG_A,Targ18,,,,n,n,y,from-part,y,to-part,source-goal,goes,,MLD
S32,L1,NCG_P,Targ1,,,,n,n,y,of-part,n,,source only,jumps,,MLD
S32,L1,NCG_P,Targ2,,,,n,n,n,,n,,none,runs,not felicitous description of event,MLD
S32,L1,NCG_P,Targ3,,,,n,n,n,,n,,none,runs,not felicitous description of event,MLD
S32,L1,NCG_P,Targ4,,,,n,n,n,,n,,none,flies,not felicitous description of event,MLD
S32,L1,NCG_P,Targ5,,,,n,n,n,,n ,,none,flapping,does not describe as a change of location event,MLD
S32,L1,NCG_P,Targ6,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S32,L1,NCG_P,Targ7,,,,n,n,n,,n,,none,walks,not felicitous description of event,MLD
S32,L1,NCG_P,Targ8,,,,n,n,n,,n,,none,flies,not felicitous description of event,MLD
S32,L1,NCG_P,Targ9,,,,n,n,n,,n,,none,slithers,not felicitous description of event,MLD
S32,L1,NCG_P,Targ10,,,,n,n,n,,n,,none,flies,not felicitous description of event,MLD
S32,L1,NCG_P,Targ11,,,calls rocket 'air shuttle' then corrects ot 'space shuttle',n,n,n,,y,on-pp,goal only,lands,,MLD
S32,L1,NCG_P,Targ12,,,,n,n,n,,y,into-pp,goal only,goes,,MLD
S32,L1,NCG_P,Targ13,,,,n,n,n,,n,,none,crawls,not felicitous description of event,MLD
S32,L1,NCG_P,Targ14,,,,n,n,n,,n,,none,drives,not felicitous description of event,MLD
S32,L1,NCG_P,Targ15,,,,n,n,n,,n,,none,hops,not felicitous description of event,MLD
S32,L1,NCG_P,Targ16,,,,n,n,n,,n,,none,breaks into,does not describe as a change of location event,MLD
S32,L1,NCG_P,Targ17,,,,n,n,n,,n,,none,carries,does not describe as a change of location event,MLD
S32,L1,NCG_P,Targ18,,,,n,n,n,,n,,none,hides,does not describe as a change of location event,MLD
S33,L2,NCG_P,Targ1,,,,n,n,y,from-pp,y,onto-pp,source-goal,leaps,"includes ""across the water"" in between source/goal mentions",NER
S33,L2,NCG_P,Targ2,,,,n,y,y,from-pp,y,to-pp,source-goal,trots,,NER
S33,L2,NCG_P,Targ3,,,,n,y,y,from-pp,y,to-pp,source-goal,runs,,NER
S33,L2,NCG_P,Targ4,,,,y,y,y,from-pp,y,other-part,source-goal,flies,"""all the way down to the ground towards a purple flower""",NER
S33,L2,NCG_P,Targ5,,,,n,y,y,from-pp,y,to-pp,source-goal,flies,,NER
S33,L2,NCG_P,Targ6,,,,n,n,y,from-pp,y,other-part,source-goal,flies,,NER
S33,L2,NCG_P,Targ7,,,,n,y,y,from-pp,y,to-pp,source-goal,walks,,NER
S33,L2,NCG_P,Targ8,,,,n,n,n,,y,to-pp,goal only,flies,,NER
S33,L2,NCG_P,Targ9,,,,n,y,y,from-pp,y,other-part,source-goal,slithers,"""all the way behind a small bush""",NER
S33,L2,NCG_P,Targ10,,,,n,n,y,from-pp,y,other-pp,source-goal,flies,"""down to a green tent"" AND turns it into two motion events",NER
S33,L2,NCG_P,Targ11,,,,n,n,y,from-pp,y,other-part,source-goal,flies,"""all the way down to Jupiter and lands""",NER
S33,L2,NCG_P,Targ12,,,,n,y,y,other-pp,y,v-np,source-goal,conjoined,"searches + swims/goes; describes source portion as different event than the movement to the goal, but mentions the action at the source first and describes motion as leaving there",NER
S33,L2,NCG_P,Targ13,,,,n,y,y,from-pp,y,to-pp,source-goal,crawls,,NER
S33,L2,NCG_P,Targ14,,,,n,n,y,from-pp,y,other-part,source-goal,conjoined,drives + parks,NER
S33,L2,NCG_P,Targ15,,,,n,n,y,from-pp,y,to-pp,source-goal,hops,"""all the way to""",NER
S33,L2,NCG_P,Targ16,,,,n,n,n,,y,towards-pp,goal only,crawls,,NER
S33,L2,NCG_P,Targ17,,,,n,y,y,from-pp,y,over-pp,source-goal,walks,,NER
S33,L2,NCG_P,Targ18,,,,n,n,y,other-part,y,other-part,source-goal,crawls,from underneath....to underneath,NER
S34,L3,NCG_P,Targ1,,,,n,y,y,from-pp,y,onto-pp,source-goal,conjoined,leaps/hops,NER
S34,L3,NCG_P,Targ2,,,,n,y,y,other,y,over-part,source-goal,trots,,NER
S34,L3,NCG_P,Targ3,,,,n,y,y,other,y,over-part,source-goal,conjoined,runs/sits,NER
S34,L3,NCG_P,Targ4,,,,n,y,y,other,y,other-part,source-goal,flies,,NER
S34,L3,NCG_P,Targ5,,,,n,y,y,other,y,other,source-goal,conjoined,flies/goes/lands,NER
S34,L3,NCG_P,Targ6,,,,n,y,y,other,y,other,source-goal,conjoined,comes/goes/stands,NER
S34,L3,NCG_P,Targ7,,,,n,y,y,other,y,to-pp,source-goal,walks,very complex description,NER
S34,L3,NCG_P,Targ8,,,,n,y,y,other,y,to-pp,source-goal,flies,2 part event,NER
S34,L3,NCG_P,Targ9,,,,y,y,y,other,y,other,source-goal,slithers,re-describes the source/goal with multiple pp,NER
S34,L3,NCG_P,Targ10,,,,n,y,y,other,y,other,source-goal,conjoined,goes/sits,NER
S34,L3,NCG_P,Targ11,,,,n,y,y,other,y,other,source-goal,conjoined,gets/goes/attaches,NER
S34,L3,NCG_P,Targ12,,,,n,y,y,other,y,to-pp,source-goal,conjoined,comes/goes,NER
S34,L3,NCG_P,Targ13,,,,n,y,y,other,y,over-part,source-goal,crawls,,NER
S34,L3,NCG_P,Targ14,,,,n,y,y,other,y,other,source-goal,drives,,NER
S34,L3,NCG_P,Targ15,,,,n,y,y,other,y,other,source-goal,conjoined,hops/stands,NER
S34,L3,NCG_P,Targ16,,,,n,y,y,other-part,y,over-part,source-goal,goes,,NER
S34,L3,NCG_P,Targ17,,,,n,y,y,from-pp,y,other,source-goal,walks,"""to the other corner of the room which has a fridge in it...""",NER
S34,L3,NCG_P,Targ18,,,,n,y,y,other,y,other,source-goal,goes,2 part event,NER
S35,L1,NCG_A,Targ1,,,,n,n,y,from-pp,y,to-pp,source-goal,jumps,,MLD
S35,L1,NCG_A,Targ2,,,,n,n,n,,y,to-pp,goal only,runs,,MLD
S35,L1,NCG_A,Targ3,,,,n,n,y,from-pp,y,to-pp,source-goal,jumps,,MLD
S35,L1,NCG_A,Targ4,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S35,L1,NCG_A,Targ5,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S35,L1,NCG_A,Targ6,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S35,L1,NCG_A,Targ7,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,MLD
S35,L1,NCG_A,Targ8,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S35,L1,NCG_A,Targ9,,,,n,n,y,from-pp,y,to-pp,source-goal,slithers,,MLD
S35,L1,NCG_A,Targ10,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S35,L1,NCG_A,Targ11,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S35,L1,NCG_A,Targ12,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,MLD
S35,L1,NCG_A,Targ13,,,,n,n,y,from-pp,y,to-pp,source-goal,crawls,,MLD
S35,L1,NCG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,source-goal,drives,,MLD
S35,L1,NCG_A,Targ15,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,MLD
S35,L1,NCG_A,Targ16,,,,n,n,n,,y,to-pp,goal only,runs,"doesn't mention ladder as source, but says climbs, which implies use of the ladder to get on top of the roof.",MLD
S35,L1,NCG_A,Targ17,,,,n,n,n,,y,to-pp,goal only,brings,,MLD
S35,L1,NCG_A,Targ18,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,MLD
S36,L2,NCG_A,Targ1,,,,n,n,n,,y,onto-pp,goal only,hops,,NER
S36,L2,NCG_A,Targ2,,,,n,n,n,,n,,none,runs,does not describe as a change of location event,NER
S36,L2,NCG_A,Targ3,,,,n,n,n,,n,,none,runs,does not describe as a change of location event,NER
S36,L2,NCG_A,Targ4,,,,n,n,n,,y,onto-pp,goal only,flies,,NER
S36,L2,NCG_A,Targ5,,,,y,n,n,,y,onto-pp,goal only,flies,,NER
S36,L2,NCG_A,Targ6,,,,n,n,y,from-pp,y,into-pp,source-goal,flies,,NER
S36,L2,NCG_A,Targ7,,,,n,n,y,from-pp,y,into-pp,source-goal,walks,,NER
S36,L2,NCG_A,Targ8,,,,n,n,n,,n,,none,flies,does not describe as a change of location event,NER
S36,L2,NCG_A,Targ9,,,,n,n,y,from-pp,y,to-pp,source-goal,slithers,from one end to another* so not really source/goal mention?,NER
S36,L2,NCG_A,Targ10,,,,n,n,y,from-pp,y,onto-pp,source-goal,flies,,NER
S36,L2,NCG_A,Targ11,,,,n,n,n,,y,on-pp,goal only,lands,,NER
S36,L2,NCG_A,Targ12,,,,n,n,n,,n,,none,explores,does not describe as a change of location event,NER
S36,L2,NCG_A,Targ13,,,,n,y,y,from-pp,y,to-pp,source-goal,crawls,,NER
S36,L2,NCG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,source-goal,drives,,NER
S36,L2,NCG_A,Targ15,,,,n,n,y,from-pp,y,to-pp,source-goal,conjoined,hops/jumps,NER
S36,L2,NCG_A,Targ16,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,from one end to the other* so not really source/goal mention? ,NER
S36,L2,NCG_A,Targ17,,,,n,n,n,,n,,none,throws,does not describe as a change of location event,NER
S36,L2,NCG_A,Targ18,,,,n,n,n,,n,,none,is,does not describe as a change of location event,NER
S37,L3,NCG_A,Targ1,,,,n,n,y,from-pp,y,onto-pp,source-goal,jumps,,NER
S37,L3,NCG_A,Targ2,,,,n,n,y,from-pp,y,to-pp,source-goal,gallops,,NER
S37,L3,NCG_A,Targ3,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,NER
S37,L3,NCG_A,Targ4,,,,n,n,y,from-pp,y,other-part,source-goal,flies,back to his hive,NER
S37,L3,NCG_A,Targ5,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,NER
S37,L3,NCG_A,Targ6,,,,n,n,y,from-pp,y,onto-pp,source-goal,descends,,NER
S37,L3,NCG_A,Targ7,,,,n,y,y,from-pp,y,to-pp,source-goal,walks,,NER
S37,L3,NCG_A,Targ8,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,NER
S37,L3,NCG_A,Targ9,,,,n,n,n,,n,,none,slithers,does not describe as a change of location event,NER
S37,L3,NCG_A,Targ10,,,,y,n,y,from-pp,y,to-pp,source-goal,flies,,NER
S37,L3,NCG_A,Targ11,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,NER
S37,L3,NCG_A,Targ12,,,,n,n,n,,y,other,source only,explores,,NER
S37,L3,NCG_A,Targ13,,,,n,y,n,,y,to-pp,goal only,crawls,in a living room implies couch,NER
S37,L3,NCG_A,Targ14,,,,n,n,y,from-pp,y,other,source-goal,drives,"""Back home"" as goal mention",NER
S37,L3,NCG_A,Targ15,,,,n,n,y,from-pp,y,to-pp,source-goal,hops,,NER
S37,L3,NCG_A,Targ16,,,,n,n,n,,n,,none,snoops,does not describe as a change of location event,NER
S37,L3,NCG_A,Targ17,,,,n,y,n,,n,,none,delivers,doesn't describe as change of location event; mentions only the trash can (source) but not as it relates to motion event,NER
S37,L3,NCG_A,Targ18,,,,n,y,n,,n,,none,scurries,does not describe as a change of location event,NER
S38,L1,CG_A,Targ1,,,,n,y,y,from-pp,y,onto-pp,source-goal,jumps,describes the event multiple times,NER
S38,L1,CG_A,Targ2,,,,n,y,y,from-pp,y,other-part,source-goal,gallops,back to the barn,NER
S38,L1,CG_A,Targ3,,,,n,y,y,other,y,over-part,source-goal,runs,,NER
S38,L1,CG_A,Targ4,,,,n,y,y,from-pp,y,over-part,source-goal,flies,,NER
S38,L1,CG_A,Targ5,,,,n,y,y,other,y,other,source-goal,moves,multi-part event,NER
S38,L1,CG_A,Targ6,,,,n,y,n,,y,other-part,goal only,flies,,NER
S38,L1,CG_A,Targ7,,,,n,y,y,from-pp,y,over-part,source-goal,walks,,NER
S38,L1,CG_A,Targ8,,,,n,y,n,,y,towards-part,goal only,flies,,NER
S38,L1,CG_A,Targ9,,,,n,y,y,other,y,to-pp,source-goal,moves,describes event multiple times,NER
S38,L1,CG_A,Targ10,,,,n,y,y,other,y,to-pp,source-goal,moves,,NER
S38,L1,CG_A,Targ11,,,,n,y,n,,y,other,goal only,conjoined,gets/lands,NER
S38,L1,CG_A,Targ12,,,,n,y,y,other,y,over-part,source-goal,moves,,NER
S38,L1,CG_A,Targ13,,,,n,y,y,other,y,to-pp,source-goal,crawls,from there,NER
S38,L1,CG_A,Targ14,,,,n,y,y,from-pp,y,over-part,source-goal,drives,all the way over to the store,NER
S38,L1,CG_A,Targ15,,,,n,y,y,over-part,y,over-part,source-goal,hops,2-part event,NER
S38,L1,CG_A,Targ16,,,,n,y,n,,y,into-pp,goal only,conjoined,walks/climbs/strikes/reaches/steps,NER
S38,L1,CG_A,Targ17,,,,n,y,y,from-pp,y,over-pp,source-goal,walks,,NER
S38,L1,CG_A,Targ18,,,,n,y,y,from-pp,y,under-pp,source-goal,conjoined,goes/moves,NER
S39,L2,CG_A,Targ1,,,,n,n,n,,y,to-pp,goal only,jumps,,NER
S39,L2,CG_A,Targ2,,,,n,n,n,,y,to-pp,goal only,goes,,NER
S39,L2,CG_A,Targ3,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,NER
S39,L2,CG_A,Targ4,,,,n,n,n,,y,to-pp,goal only,flies,,NER
S39,L2,CG_A,Targ5,,,,n,n,n,,y,to-pp,goal only,conjoined,flies/go,NER
S39,L2,CG_A,Targ6,,,,n,n,n,,y,to-pp,goal only,flies,,NER
S39,L2,CG_A,Targ7,,,,n,n,n,,y,to-pp,goal only,walks,,NER
S39,L2,CG_A,Targ8,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,NER
S39,L2,CG_A,Targ9,,,,n,n,y,from-pp,y,to-part,source-goal,goes,,NER
S39,L2,CG_A,Targ10,,,,n,n,n,,y,other-part,goal only,flies,,NER
S39,L2,CG_A,Targ11,,,,n,n,y,from-pp,y,on-pp,source-goal,conjoined,go/lands,NER
S39,L2,CG_A,Targ12,,,,n,n,n,,y,to-pp,goal only,goes,,NER
S39,L2,CG_A,Targ13,,,,n,n,n,,y,to-pp,goal only,crawls,,NER
S39,L2,CG_A,Targ14,,,,n,n,y,from-pp,y,other,source-goal,goes,"""back home"" to indicate goal",NER
S39,L2,CG_A,Targ15,,,,n,n,n,,y,to-pp,goal only,hops,,NER
S39,L2,CG_A,Targ16,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,NER
S39,L2,CG_A,Targ17,,,,n,n,n,,y,to-pp,goal only,walks,,NER
S39,L2,CG_A,Targ18,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,NER
S40,L3,CG_A,Targ1,,,,n,n,n,,y,onto-pp,goal only,jumps,,NER
S40,L3,CG_A,Targ2,,,,n,n,n,,y,to-pp,goal only,gallops,,NER
S40,L3,CG_A,Targ3,,,,n,n,n,,y,to-pp,goal only,runs,,NER
S40,L3,CG_A,Targ4,,,,n,n,n,,y,to-pp,goal only,flies,,NER
S40,L3,CG_A,Targ5,,,,n,n,n,,y,to-pp,goal only,flies,,NER
S40,L3,CG_A,Targ6,,,,n,n,n,,y,to-pp,goal only,flies,,NER
S40,L3,CG_A,Targ7,,,,n,n,n,,y,to-pp,goal only,walks,,NER
S40,L3,CG_A,Targ8,,,,n,n,n,,y,to-part,goal only,flies,,NER
S40,L3,CG_A,Targ9,,,,n,n,n,,y,to-pp,goal only,slithers,,NER
S40,L3,CG_A,Targ10,,,,n,n,n,,y,to-pp,goal only,flies,,NER
S40,L3,CG_A,Targ11,,,,y,n,y,from-pp,y,to-pp,source-goal,goes,,NER
S40,L3,CG_A,Targ12,,,,n,n,n,,y,to-pp,goal only,swims,,NER
S40,L3,CG_A,Targ13,,,,n,n,n,,n,,none,crawls,does not mention either source or goal - just general crawling action,NER
S40,L3,CG_A,Targ14,,,,n,n,n,,y,to-pp,goal only,drives,,NER
S40,L3,CG_A,Targ15,,,,n,n,n,,y,to-pp,goal only,jumps,,NER
S40,L3,CG_A,Targ16,,,,n,n,n,,n,,none,walks,"does not mention either source or goal - just general action, but changes her mind about the action 3 different times walks/crawls/tiptoes",NER
S40,L3,CG_A,Targ17,,,,n,n,n,,y,to-pp,goal only,goes,,NER
S40,L3,CG_A,Targ18,,,,n,n,n,,y,to-pp,goal only,goes,,NER
S41,L2,CG_A,Targ1,,,,n,n,n,,y,onto-pp,goal only,leaps,,MLD
S41,L2,CG_A,Targ2,,,,n,n,y,from-part,y,to-part,source-goal,moves,also notes galloping,MLD
S41,L2,CG_A,Targ3,,,,n,n,n,,y,of-part,goal only,runs,,MLD
S41,L2,CG_A,Targ4,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,MLD
S41,L2,CG_A,Targ5,,,,n,n,y,from-pp,y,to-pp,source-goal,does,did a loop-de-loop',MLD
S41,L2,CG_A,Targ6,,,,n,n,y,from-part,y,to-pp,source-goal,goes,,MLD
S41,L2,CG_A,Targ7,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,"doesn't use bookshelf and stove as landmarks, but mentions the stove as an endpoint",MLD
S41,L2,CG_A,Targ8,,,said 'room' insted of 'moon',y,n,y,from-pp,y,to-pp,source-goal,goes,,MLD
S41,L2,CG_A,Targ9,,,,n,n,y,from-part,y,to-part,source-goal,slithers,,MLD
S41,L2,CG_A,Targ10,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,MLD
S41,L2,CG_A,Targ11,,,,n,n,y,from-pp,y,towards-pp,source-goal,goes,,MLD
S41,L2,CG_A,Targ12,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,MLD
S41,L2,CG_A,Targ13,,,,n,n,y,from-part,y,to-part,source-goal,crawls,,MLD
S41,L2,CG_A,Targ14,,,,n,n,y,from-part,y,to-part,source-goal,goes,,MLD
S41,L2,CG_A,Targ15,,,,n,n,y,from-part,y,to-part,source-goal,bounces,,MLD
S41,L2,CG_A,Targ16,,,,n,n,y,from-part,y,to-part,source-goal,goes,,MLD
S41,L2,CG_A,Targ17,,,,n,n,y,from-part,y,to-part,source-goal,moves,,MLD
S41,L2,CG_A,Targ18,,,,n,n,y,from-part,y,to-part,source-goal,does,did a 'c-motion',MLD
S43,L2,NCG_A,Targ1,,,,n,n,y,from-pp,y,towards-pp,source-goal,jumps,has trouble naming 'tree stump',MLD
S43,L2,NCG_A,Targ2,,,,n,n,n,,y,to-pp,goal only,runs,"is this source? I'm not sure, mentions 'through' which tells us something about the trajectory, but not necessarily where the horse started",MLD
S43,L2,NCG_A,Targ3,,,,n,n,y,from-pp,y,towards-pp,source-goal,moves,"to, then says towards",MLD
S43,L2,NCG_A,Targ4,,,,n,n,y,from-pp,y,towards-pp,source-goal,moves,,MLD
S43,L2,NCG_A,Targ5,,,,n,n,n,,y,towards-pp,goal only,moves,,MLD
S43,L2,NCG_A,Targ6,,,,n,n,y,from-pp,y,towards-pp,source-goal,flies,,MLD
S43,L2,NCG_A,Targ7,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,MLD
S43,L2,NCG_A,Targ8,,,,n,n,y,from-pp,y,towards-pp,source-goal,flies,mentions instrument of flying as well,MLD
S43,L2,NCG_A,Targ9,,,,n,n,n,,n,,none,moves,not described as change of location event,MLD
